fs,n,duration_s,min,max,peak,rms,md5,rel,label
16000,16000,1.0,-0.34375,0.24462890625,0.34375,0.04288856585951899,b1886e2b798f7fe60f3475872453533e,får/får_C_0.75m_stille_001_s04.wav,får
16000,16000,1.0,-0.3603515625,0.23046875,0.3603515625,0.04140165160702351,1b092f07da7115e93e2139c9adfc1e18,får/får_C_0.75m_stille_001_s05.wav,får
16000,16000,1.0,-0.30517578125,0.26708984375,0.30517578125,0.042655640494199565,00489d9e4b5a82409993e4f9e4aa9e9a,får/får_C_0.75m_stille_001_s06.wav,får
16000,16000,1.0,-0.3408203125,0.2568359375,0.3408203125,0.04431562169434399,85e6140e818e937cd83f43ae8c0b23c9,får/får_C_0.75m_stille_001_s07.wav,får
16000,16000,1.0,-0.337890625,0.27734375,0.337890625,0.04781718939602854,952284ce09ee20728ac02f04810bd395,får/får_C_0.75m_stille_001_s08.wav,får
16000,16000,1.0,-0.35595703125,0.330078125,0.35595703125,0.05230712848849161,81933dfeab1b22196f1416e856d8fb5d,får/får_C_0.75m_stille_001_s09.wav,får
16000,16000,1.0,-0.36767578125,0.30615234375,0.36767578125,0.05300064877165691,dc3e7f5681c7a4708d8e1cd6e068ad4a,får/får_C_0.75m_stille_001_s10.wav,får
16000,16000,1.0,-0.98193359375,0.82568359375,0.98193359375,0.11623951671533012,f95b65b8d93b60f88f4ab35128f5e933,får/får_C_1.5m_stille_001_s01.wav,får
16000,16000,1.0,-0.66455078125,0.66357421875,0.66455078125,0.08496118138307746,a87354135d283bc0c3ff1e714be126a4,får/får_C_1.5m_stille_001_s02.wav,får
16000,16000,1.0,-0.5966796875,0.60595703125,0.60595703125,0.08598975414160556,00fc8ad9abb1c1ee2f3f9ffaee22620e,får/får_C_1.5m_stille_001_s03.wav,får
16000,16000,1.0,-0.42529296875,0.41552734375,0.42529296875,0.06408527772593685,e221442b4c22c03b495473b9d2f9f7f7,får/får_C_1.5m_stille_001_s04.wav,får
16000,16000,1.0,-0.52685546875,0.54052734375,0.54052734375,0.07750860082553128,2c23a04a2948af06bb0b838363a13305,får/får_C_1.5m_stille_001_s05.wav,får
16000,16000,1.0,-0.56982421875,0.576171875,0.576171875,0.08860756075714124,6aab97c6d4f1a391245ff0003541894f,får/får_C_1.5m_stille_001_s06.wav,får
16000,16000,1.0,-0.43212890625,0.36474609375,0.43212890625,0.054750090485098074,e1f64f2ddffcf04721b3ff9ea64cb38f,får/får_C_1.5m_stille_001_s07.wav,får
16000,16000,1.0,-0.8310546875,0.7626953125,0.8310546875,0.10478942919741485,0663bb68f6931cae051e68d8af83228c,får/får_C_1.5m_stille_001_s08.wav,får
16000,16000,1.0,-0.61865234375,0.556640625,0.61865234375,0.06968734183818558,aa04f4f80e496c0dc9bb238f53fb4232,får/får_C_1.5m_stille_001_s09.wav,får
16000,16000,1.0,-0.60986328125,0.578125,0.60986328125,0.08144069796391554,af4934bab901589487552500eb9b273c,får/får_C_1.5m_stille_001_s10.wav,får
16000,16000,1.0,-0.373046875,0.337890625,0.373046875,0.05044008106045536,2a63f4acba3948b1dfa908d604e3f208,får/får_J_0.75m_stille_001_s01.wav,får
16000,16000,1.0,-0.3388671875,0.3017578125,0.3388671875,0.04663724702827898,5040cc10f343d7ffefc5530bb9893657,får/får_J_0.75m_stille_001_s02.wav,får
16000,16000,1.0,-0.3212890625,0.28857421875,0.3212890625,0.04252481974691458,d5b7f7dff2e0d6e9ce5b73d1feb29ffc,får/får_J_0.75m_stille_001_s03.wav,får
16000,16000,1.0,-0.3232421875,0.30419921875,0.3232421875,0.04439916615340625,4ab55022e3632f31471d30ec42dba8f1,får/får_J_0.75m_stille_001_s04.wav,får
16000,16000,1.0,-0.28857421875,0.26123046875,0.28857421875,0.04467125435069928,4c9c2e3d94e3fd02946afad863902d83,får/får_J_0.75m_stille_001_s05.wav,får
16000,16000,1.0,-0.28466796875,0.2294921875,0.28466796875,0.038495556953343356,8d1e0edc0818a139b7ad094d77803450,får/får_J_0.75m_stille_001_s06.wav,får
16000,16000,1.0,-0.2333984375,0.216796875,0.2333984375,0.03428377728355152,662b8732ab03c2190163c63da2a81693,får/får_J_0.75m_stille_001_s07.wav,får
16000,16000,1.0,-0.3642578125,0.32666015625,0.3642578125,0.049684878596112855,a87874300bb7bd3fd9413faeb60d495c,får/får_J_0.75m_stille_001_s08.wav,får
16000,16000,1.0,-0.29931640625,0.2666015625,0.29931640625,0.04197218752548425,44387ea03726571b37ffad259dec6339,får/får_J_0.75m_stille_001_s09.wav,får
16000,16000,1.0,-0.3701171875,0.37060546875,0.37060546875,0.05024237420258555,e5ab92aeebb851c5f0b0d6725d582e0e,får/får_J_0.75m_stille_001_s10.wav,får
16000,16000,1.0,-0.38818359375,0.35693359375,0.38818359375,0.05463488991898278,5b51fe6f69fc0e9d988323a15b3f7774,får/får_J_1.5m_stille_001_s01.wav,får
16000,16000,1.0,-0.57373046875,0.4833984375,0.57373046875,0.05539564568172278,151fc0e9dc0bc969ba796996fb1ca663,får/får_J_1.5m_stille_001_s02.wav,får
16000,16000,1.0,-0.69775390625,0.56494140625,0.69775390625,0.054809175019006895,e1504d4da4499a919d24406d767658ca,får/får_J_1.5m_stille_001_s03.wav,får
16000,16000,1.0,-0.44482421875,0.40087890625,0.44482421875,0.04922584634926646,10932576dc7319543361d8697cdb297a,får/får_J_1.5m_stille_001_s04.wav,får
16000,16000,1.0,-0.49072265625,0.4375,0.49072265625,0.061853701782417274,57c136f932356a7fcfa89a21c94ffe65,får/får_J_1.5m_stille_001_s05.wav,får
16000,16000,1.0,-0.77685546875,0.58447265625,0.77685546875,0.0668276535272533,39085da3df0bfa06f0de9eeb337f95b9,får/får_J_1.5m_stille_001_s06.wav,får
16000,16000,1.0,-0.43896484375,0.326171875,0.43896484375,0.0505867220942372,426491c7f5ec101bdbaa30c049dff2b7,får/får_J_1.5m_stille_001_s07.wav,får
16000,16000,1.0,-0.54345703125,0.4384765625,0.54345703125,0.05216322115209333,81bc43ebddbbf538ba373459e712d1c8,får/får_J_1.5m_stille_001_s08.wav,får
16000,16000,1.0,-0.5068359375,0.4228515625,0.5068359375,0.04101300550308658,19046f6e435ebab7f799be2f32d5a760,får/får_J_1.5m_stille_001_s09.wav,får
16000,16000,1.0,-0.35546875,0.25634765625,0.35546875,0.04514272702934198,bce5a64488570da38ebd781632ccd0ff,får/får_J_1.5m_stille_001_s10.wav,får
16000,16000,1.0,-0.1630859375,0.14599609375,0.1630859375,0.02377579871015518,5f41d3023080a0bb9283db9486fff4e8,ged/ged_A_0.75m_stille_001_s01.wav,ged
16000,16000,1.0,-0.146484375,0.1220703125,0.146484375,0.021172945997418553,5b63ede57763a370b891dbce9a5398f2,ged/ged_A_0.75m_stille_001_s02.wav,ged
16000,16000,1.0,-0.11962890625,0.10791015625,0.11962890625,0.02039294272331833,4b427b34c0156f2d3500dccccb4ee1ea,ged/ged_A_0.75m_stille_001_s03.wav,ged
16000,16000,1.0,-0.12841796875,0.11083984375,0.12841796875,0.017929324587765975,b7eed95c69b208ea0733af592c89b7d3,ged/ged_A_0.75m_stille_001_s04.wav,ged
16000,16000,1.0,-0.13037109375,0.10498046875,0.13037109375,0.021113826263729398,2850c8c59155b49fe8a0a16ddfa2f5c5,ged/ged_A_0.75m_stille_001_s05.wav,ged
16000,16000,1.0,-0.09814453125,0.0810546875,0.09814453125,0.01516907467279935,bcd72d08658c030da44d54917386b23d,ged/ged_A_0.75m_stille_001_s06.wav,ged
16000,16000,1.0,-0.111328125,0.091796875,0.111328125,0.01512229875761365,ff8134875e11c0db58f93cfe7baf222f,ged/ged_A_0.75m_stille_001_s07.wav,ged
16000,16000,1.0,-0.10546875,0.0986328125,0.10546875,0.015315863019648495,d31ec4dc621d7eb735131309f6b959ae,ged/ged_A_0.75m_stille_001_s08.wav,ged
16000,16000,1.0,-0.12548828125,0.10595703125,0.12548828125,0.018461268535875035,a2a6f0149789185078cc76e0d7f6ace5,ged/ged_A_0.75m_stille_001_s09.wav,ged
16000,16000,1.0,-0.11669921875,0.09130859375,0.11669921875,0.016730370746421194,5cc7657f4b92222814a4237e2326b3a1,ged/ged_A_0.75m_stille_001_s10.wav,ged
16000,16000,1.0,-0.173828125,0.12451171875,0.173828125,0.022051681171467975,c489335d98d5a41eb1a934606d5757f0,ged/ged_A_1.5m_stille_001_s01.wav,ged
16000,16000,1.0,-0.24951171875,0.1875,0.24951171875,0.032428355676258645,126154b8fa920c21cb3820b125105988,ged/ged_A_1.5m_stille_001_s02.wav,ged
16000,16000,1.0,-0.18798828125,0.1630859375,0.18798828125,0.02382438132069356,eeaf711048b13493c3027720e93597f8,ged/ged_A_1.5m_stille_001_s03.wav,ged
16000,16000,1.0,-0.18359375,0.14013671875,0.18359375,0.024511354015755004,ab83d9df471e2a492409027ce4570226,ged/ged_A_1.5m_stille_001_s04.wav,ged
16000,16000,1.0,-0.154296875,0.1416015625,0.154296875,0.018988126010220506,f780ef733b461d46cbb39eec1752ebd6,ged/ged_A_1.5m_stille_001_s05.wav,ged
16000,16000,1.0,-0.1728515625,0.12255859375,0.1728515625,0.02283453937101375,cfb3d6bb2cac6f5da4a7c15a2453d56e,ged/ged_A_1.5m_stille_001_s06.wav,ged
16000,16000,1.0,-0.1474609375,0.09912109375,0.1474609375,0.016752142254598635,af0cbd974b22fd26651e3242d3958363,ged/ged_A_1.5m_stille_001_s07.wav,ged
16000,16000,1.0,-0.17431640625,0.12451171875,0.17431640625,0.020844030439525173,7e19c3c962220d35b8f7b2914bcf286b,ged/ged_A_1.5m_stille_001_s08.wav,ged
16000,16000,1.0,-0.10595703125,0.08837890625,0.10595703125,0.015325030079094148,b2e0f7875c1026da80af05e7942f3b83,ged/ged_A_1.5m_stille_001_s09.wav,ged
16000,16000,1.0,-0.11962890625,0.09375,0.11962890625,0.015387902027229259,b8af0df27a5e88afa5a641076f826132,ged/ged_A_1.5m_stille_001_s10.wav,ged
16000,16000,1.0,-0.3330078125,0.34228515625,0.34228515625,0.05683333480317307,ef1119f26c5bfe1f5f0cb8a26cda031e,ged/ged_C_0.75m_stille_001_s01.wav,ged
16000,16000,1.0,-0.46923828125,0.49462890625,0.49462890625,0.07086991832770687,d7e8261b0acf2e57d61bcc7dc84fb524,ged/ged_C_0.75m_stille_001_s02.wav,ged
16000,16000,1.0,-0.42236328125,0.45458984375,0.45458984375,0.06846898822785515,02d8101fafa0c6d16dda59880bae1560,ged/ged_C_0.75m_stille_001_s03.wav,ged
16000,16000,1.0,-0.365234375,0.34326171875,0.365234375,0.059196443239970156,9d13cb552ac4d0ad5f000139c8389672,ged/ged_C_0.75m_stille_001_s04.wav,ged
16000,16000,1.0,-0.37451171875,0.37109375,0.37451171875,0.06137852208563577,44579afafd6a4986b6e46cd7ae4648a5,ged/ged_C_0.75m_stille_001_s05.wav,ged
16000,16000,1.0,-0.3037109375,0.30078125,0.3037109375,0.04591949143428185,893a2e17f8859032150d240e01aaab74,ged/ged_C_0.75m_stille_001_s06.wav,ged
16000,16000,1.0,-0.271484375,0.306640625,0.306640625,0.045743230530439986,47467ffe0c697e88501650c62b7b4aac,ged/ged_C_0.75m_stille_001_s07.wav,ged
16000,16000,1.0,-0.421875,0.39013671875,0.421875,0.052840416440923396,ba6e0eff125591c6ddebf8aaf8f6f1df,ged/ged_C_0.75m_stille_001_s08.wav,ged
16000,16000,1.0,-0.3876953125,0.32568359375,0.3876953125,0.05485402951903698,5c7a6267c42f20937b4444d71f92931c,ged/ged_C_0.75m_stille_001_s09.wav,ged
16000,16000,1.0,-0.4091796875,0.3837890625,0.4091796875,0.06458794637074036,95d7cd867bbf820931316bfeda830efb,ged/ged_C_0.75m_stille_001_s10.wav,ged
16000,16000,1.0,-0.24951171875,0.17822265625,0.24951171875,0.030264703307030846,093f77b5a3710829007e55a81221b04f,ged/ged_C_1.5m_stille_001_s01.wav,ged
16000,16000,1.0,-0.2451171875,0.189453125,0.2451171875,0.02780393314948968,f0d93e800f6a833d892aad07fcd80924,ged/ged_C_1.5m_stille_001_s02.wav,ged
16000,16000,1.0,-0.3681640625,0.427734375,0.427734375,0.06010647573178647,fd462d5b15aab14e409b6132f7b611f1,ged/ged_C_1.5m_stille_001_s03.wav,ged
16000,16000,1.0,-0.36669921875,0.28955078125,0.36669921875,0.046890427127750635,90cee76b3452baee34dbca66fa02cbaf,ged/ged_C_1.5m_stille_001_s04.wav,ged
16000,16000,1.0,-0.275390625,0.19970703125,0.275390625,0.03318513923155967,1b277b20a349a44609735e46f946fcb1,ged/ged_C_1.5m_stille_001_s05.wav,ged
16000,16000,1.0,-0.2451171875,0.193359375,0.2451171875,0.031357921230960026,6b9ffb20d37e0a92958d0885484eef6e,ged/ged_C_1.5m_stille_001_s06.wav,ged
16000,16000,1.0,-0.2509765625,0.19384765625,0.2509765625,0.032215839120160156,bcf6e243ba08517dcc3515452b12ff83,ged/ged_C_1.5m_stille_001_s07.wav,ged
16000,16000,1.0,-0.31298828125,0.22705078125,0.31298828125,0.039107755970240354,1a071480caa64efa310ec717b9b4cbcd,ged/ged_C_1.5m_stille_001_s08.wav,ged
16000,16000,1.0,-0.32080078125,0.263671875,0.32080078125,0.037959601368976345,b7ecdf9277bb3d1035b1cc49766251cc,ged/ged_C_1.5m_stille_001_s09.wav,ged
16000,16000,1.0,-0.2783203125,0.19921875,0.2783203125,0.0350859277936091,f26ed5afda142a70312b7022b255b4fb,ged/ged_C_1.5m_stille_001_s10.wav,ged
16000,16000,1.0,-0.412109375,0.40625,0.412109375,0.05819746400416836,79577b13bb71d93108375385e25c0792,ged/ged_J_0.75m_stille_001_s01.wav,ged
16000,16000,1.0,-0.345703125,0.29638671875,0.345703125,0.03751862223835312,c0af94655933eb53763e283949dc0353,ged/ged_J_0.75m_stille_001_s02.wav,ged
16000,16000,1.0,-0.29052734375,0.2548828125,0.29052734375,0.03748412075550985,7d7b9d968536298561f319f3c4f33e0e,ged/ged_J_0.75m_stille_001_s03.wav,ged
16000,16000,1.0,-0.2880859375,0.2451171875,0.2880859375,0.03567534738582134,e304508c3b8e9957da3ef6705b6565fc,ged/ged_J_0.75m_stille_001_s04.wav,ged
16000,16000,1.0,-0.314453125,0.30078125,0.314453125,0.04218639426497322,2a40a4fa9c0bdf265f6a75f404eee72b,ged/ged_J_0.75m_stille_001_s05.wav,ged
16000,16000,1.0,-0.28662109375,0.2822265625,0.28662109375,0.04040426700264895,0f3183b895827fd02fe6e63e47db3b06,ged/ged_J_0.75m_stille_001_s06.wav,ged
16000,16000,1.0,-0.26123046875,0.25341796875,0.26123046875,0.032299337824487837,ef46a5b841756b02099828a07a60ffd6,ged/ged_J_0.75m_stille_001_s07.wav,ged
16000,16000,1.0,-0.31103515625,0.2958984375,0.31103515625,0.045330565249659,76ca23cad0753cb9179f2d55bbdbdc60,ged/ged_J_0.75m_stille_001_s08.wav,ged
16000,16000,1.0,-0.2841796875,0.25244140625,0.2841796875,0.037653936906088314,66762887c632512d5398c4d8a8a27428,ged/ged_J_0.75m_stille_001_s09.wav,ged
16000,16000,1.0,-0.2578125,0.2724609375,0.2724609375,0.03923250285260217,f9b5b16d40bb170e11000af650bbf499,ged/ged_J_0.75m_stille_001_s10.wav,ged
16000,16000,1.0,-0.26513671875,0.2236328125,0.26513671875,0.03612659608454646,3c3bad1ee5985f24cfbb206296c6f075,ged/ged_J_1.5m_stille_001_s01.wav,ged
16000,16000,1.0,-0.24853515625,0.224609375,0.24853515625,0.033876487015515835,5207b511ee755764cc45bd257d8c0af7,ged/ged_J_1.5m_stille_001_s02.wav,ged
16000,16000,1.0,-0.29052734375,0.24951171875,0.29052734375,0.0393961920678175,ba1cbfb9f0530145ae2457589507d104,ged/ged_J_1.5m_stille_001_s03.wav,ged
16000,16000,1.0,-0.38427734375,0.34423828125,0.38427734375,0.042791309379728054,e09b5b07b12857a543f3200360d77868,ged/ged_J_1.5m_stille_001_s04.wav,ged
16000,16000,1.0,-0.28125,0.2353515625,0.28125,0.035088369761105756,094ffb2253a0d502c6e74900bb3f217b,ged/ged_J_1.5m_stille_001_s05.wav,ged
16000,16000,1.0,-0.20947265625,0.19921875,0.20947265625,0.029566423336025847,4f2d4179a05f510035235af86cc4e44c,ged/ged_J_1.5m_stille_001_s06.wav,ged
16000,16000,1.0,-0.22412109375,0.19482421875,0.22412109375,0.026115782700552644,d431ce4951f95246c3b684cd00336e9b,ged/ged_J_1.5m_stille_001_s07.wav,ged
16000,16000,1.0,-0.28759765625,0.26416015625,0.28759765625,0.03429518299384843,9db38c2ba5b8b485ce51aff8ebfc77c0,ged/ged_J_1.5m_stille_001_s08.wav,ged
16000,16000,1.0,-0.3544921875,0.2958984375,0.3544921875,0.03666754379731469,3999e3abe4d94e828a9075ceb2cdf05e,ged/ged_J_1.5m_stille_001_s09.wav,ged
16000,16000,1.0,-0.361328125,0.30859375,0.361328125,0.038932246494245315,b6c5d167b54bf300d920e4657f3c2c3f,ged/ged_J_1.5m_stille_001_s10.wav,ged
16000,16000,1.0,-0.1787109375,0.154296875,0.1787109375,0.019108140225223343,eb6f95d7c9d7f3941deb55ae6727db0f,hest/hest_A_0.75m_stille_001_s01.wav,hest
16000,16000,1.0,-0.154296875,0.140625,0.154296875,0.017608427448346703,64a41f6dcb7fa4d54a10a195ab60b40a,hest/hest_A_0.75m_stille_001_s02.wav,hest
16000,16000,1.0,-0.14697265625,0.1337890625,0.14697265625,0.017651032912220352,189490d93833b7a840029b1065d30a62,hest/hest_A_0.75m_stille_001_s03.wav,hest
16000,16000,1.0,-0.134765625,0.11962890625,0.134765625,0.01566091989547853,13bcceb2f1e48773a9fddd4a5225d5f8,hest/hest_A_0.75m_stille_001_s04.wav,hest
16000,16000,1.0,-0.14892578125,0.12158203125,0.14892578125,0.017293372520310664,339459a40209e462fcd88e99df566685,hest/hest_A_0.75m_stille_001_s05.wav,hest
16000,16000,1.0,-0.08056640625,0.076171875,0.08056640625,0.012190795518359764,07175917222c3d46c1d2afbf68a1ef77,hest/hest_A_0.75m_stille_001_s06.wav,hest
16000,16000,1.0,-0.0966796875,0.0849609375,0.0966796875,0.013207917594733472,0cfb5aa57924dc5c6b84ef535e8e4fba,hest/hest_A_0.75m_stille_001_s07.wav,hest
16000,16000,1.0,-0.1220703125,0.1025390625,0.1220703125,0.013690608169819636,e09d3d229f987d4cd7cca7ae89775906,hest/hest_A_0.75m_stille_001_s08.wav,hest
16000,16000,1.0,-0.099609375,0.08935546875,0.099609375,0.012692536309981916,ef0a2bcbafc069916040d1b15f3b2dce,hest/hest_A_0.75m_stille_001_s09.wav,hest
16000,16000,1.0,-0.11669921875,0.10205078125,0.11669921875,0.01569248031647113,d91b8ba7f5a7b3227dda4e416f524d3c,hest/hest_A_0.75m_stille_001_s10.wav,hest
16000,16000,1.0,-0.11279296875,0.0908203125,0.11279296875,0.014594832984180938,ac84ae182e6718bf6d1c2912a0cc2900,hest/hest_A_1.5m_stille_001_s01.wav,hest
16000,16000,1.0,-0.142578125,0.09814453125,0.142578125,0.012837659549133075,9d1a772c35a420286ef1df9a29d87aa6,hest/hest_A_1.5m_stille_001_s02.wav,hest
16000,16000,1.0,-0.12890625,0.08349609375,0.12890625,0.01368163118606278,d8c62011fa7741587fa05cea665a8b74,hest/hest_A_1.5m_stille_001_s03.wav,hest
16000,16000,1.0,-0.119140625,0.0751953125,0.119140625,0.012658626702408768,fc2f91830a65744af87966470f3ecaf4,hest/hest_A_1.5m_stille_001_s04.wav,hest
16000,16000,1.0,-0.1298828125,0.0888671875,0.1298828125,0.012758015101978963,74c1b92e783d41f3c3b51c1542f04bbc,hest/hest_A_1.5m_stille_001_s05.wav,hest
16000,16000,1.0,-0.16015625,0.10986328125,0.16015625,0.013775484173795986,97c38a01e4b5e015a2c8e3e7f6924bef,hest/hest_A_1.5m_stille_001_s06.wav,hest
16000,16000,1.0,-0.13427734375,0.10107421875,0.13427734375,0.012853554143535702,e1fe05363bfe77969fb61a48fb2ad1e8,hest/hest_A_1.5m_stille_001_s07.wav,hest
16000,16000,1.0,-0.10400390625,0.09033203125,0.10400390625,0.01096303552076728,b8baf343e319dabdde0fd84ecb821a14,hest/hest_A_1.5m_stille_001_s08.wav,hest
16000,16000,1.0,-0.14599609375,0.08544921875,0.14599609375,0.014608778644114124,0ea863e2cffb6e9523329c611efc9cc6,hest/hest_A_1.5m_stille_001_s09.wav,hest
16000,16000,1.0,-0.14990234375,0.06982421875,0.14990234375,0.01354437535680739,f323abab684871add173f65072e39329,hest/hest_A_1.5m_stille_001_s10.wav,hest
16000,16000,1.0,-0.26220703125,0.2578125,0.26220703125,0.036366457264369274,b85176ca2077b5ec7dfbd1af76b30f65,hest/hest_C_0.75m_stille_001_s01.wav,hest
16000,16000,1.0,-0.234375,0.1962890625,0.234375,0.028817344259097485,7d7a8af294d1847c9f34e55167b5a5d4,hest/hest_C_0.75m_stille_001_s02.wav,hest
16000,16000,1.0,-0.15185546875,0.1220703125,0.15185546875,0.022368506297469375,a5a7c6db6842d234feb1150da83d3f7e,hest/hest_C_0.75m_stille_001_s03.wav,hest
16000,16000,1.0,-0.1875,0.18115234375,0.1875,0.021976227217390107,fcb4a002848a96b2fee90acad94a4905,hest/hest_C_0.75m_stille_001_s04.wav,hest
16000,16000,1.0,-0.25439453125,0.20947265625,0.25439453125,0.027644886674629318,7411e63ff2940e8d22ad7c8ffa3f0f0b,hest/hest_C_0.75m_stille_001_s05.wav,hest
16000,16000,1.0,-0.24267578125,0.19189453125,0.24267578125,0.03125166389496681,12ede268d42bde2493cba3f3ccb014fb,hest/hest_C_0.75m_stille_001_s06.wav,hest
16000,16000,1.0,-0.38671875,0.32666015625,0.38671875,0.04112734974202079,3e0c7d56bf5315c684dab41f5d04296e,hest/hest_C_0.75m_stille_001_s07.wav,hest
16000,16000,1.0,-0.2216796875,0.181640625,0.2216796875,0.027338471602673314,fc93fd991f9e656c34b83c1c79ba0642,hest/hest_C_0.75m_stille_001_s08.wav,hest
16000,16000,1.0,-0.1611328125,0.123046875,0.1611328125,0.018956728402871683,966726f423e6b6826bcbd56cde64daf5,hest/hest_C_0.75m_stille_001_s09.wav,hest
16000,16000,1.0,-0.16748046875,0.1484375,0.16748046875,0.022127289967076722,945213bdcc385c2644cf4c88cf6fc797,hest/hest_C_0.75m_stille_001_s10.wav,hest
16000,16000,1.0,-0.2080078125,0.22998046875,0.22998046875,0.025384542489942995,fc36ed0336aa0015895054a27942a64f,hest/hest_C_1.5m_stille_001_s01.wav,hest
16000,16000,1.0,-0.22998046875,0.23876953125,0.23876953125,0.026337165148444985,b09976830e2a68a9134c71a2a47eb65e,hest/hest_C_1.5m_stille_001_s02.wav,hest
16000,16000,1.0,-0.341796875,0.2099609375,0.341796875,0.028268813319578336,7ba560921571e9f2561157d1fbf06a7a,hest/hest_C_1.5m_stille_001_s03.wav,hest
16000,16000,1.0,-0.26220703125,0.21826171875,0.26220703125,0.025953541088933992,ed777ed587eb2dfb64a711bb6311000c,hest/hest_C_1.5m_stille_001_s04.wav,hest
16000,16000,1.0,-0.26904296875,0.25146484375,0.26904296875,0.029039771018034767,d1c7d7e6c98f46a020cfe28deee13e99,hest/hest_C_1.5m_stille_001_s05.wav,hest
16000,16000,1.0,-0.33740234375,0.2177734375,0.33740234375,0.030328636806574993,e09d08f76fe13e863a21a2e46d1d0b8b,hest/hest_C_1.5m_stille_001_s06.wav,hest
16000,16000,1.0,-0.26806640625,0.25390625,0.26806640625,0.029558549218557977,10780a549c124ad13d8c9ca48464d074,hest/hest_C_1.5m_stille_001_s07.wav,hest
16000,16000,1.0,-0.44140625,0.30126953125,0.44140625,0.03988644800366218,c7e7c35880091accc6c0b31a284394f7,hest/hest_C_1.5m_stille_001_s08.wav,hest
